Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading weights:   0%|          | 0/148 [00:00<?, ?it/s]Loading weights: 100%|██████████| 148/148 [00:00<00:00, 2303.32it/s]
[ 10m10s +  8.39s]   prompt 60/150  seq_len=128 n_valid=111  8s  max||J||/sqrt(d)=1.860  max_d_mean=1.52e-02
[ 10m18s +  8.70s]   prompt 61/150  seq_len=128 n_valid=111  9s  max||J||/sqrt(d)=1.820  max_d_mean=1.43e-02
[ 10m29s + 10.80s]   prompt 62/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.792  max_d_mean=1.27e-02
[ 10m40s + 11.10s]   prompt 63/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=2.003  max_d_mean=1.55e-02
[ 10m51s + 11.20s]   prompt 64/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.746  max_d_mean=1.16e-02
[ 11m02s + 10.30s]   prompt 65/150  seq_len=90 n_valid=73  10s  max||J||/sqrt(d)=1.747  max_d_mean=1.35e-02
[ 11m12s + 10.10s]   prompt 66/150  seq_len=97 n_valid=80  10s  max||J||/sqrt(d)=1.693  max_d_mean=1.26e-02
[ 11m23s + 10.69s]   prompt 67/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.826  max_d_mean=1.25e-02
[ 11m28s +  5.10s]   prompt 68/150  seq_len=66 n_valid=49  5s  max||J||/sqrt(d)=1.615  max_d_mean=1.01e-02
[ 11m37s +  9.81s]   prompt 69/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.745  max_d_mean=1.09e-02
[ 11m48s + 10.99s]   prompt 70/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.927  max_d_mean=1.25e-02
[ 11m59s + 11.00s]   prompt 71/150  seq_len=95 n_valid=78  11s  max||J||/sqrt(d)=1.887  max_d_mean=1.48e-02
[ 12m11s + 11.10s]   prompt 72/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.826  max_d_mean=1.11e-02
[ 12m22s + 11.10s]   prompt 73/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=2.067  max_d_mean=1.37e-02
[ 12m33s + 10.90s]   prompt 74/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.802  max_d_mean=1.11e-02
[ 12m44s + 11.00s]   prompt 75/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=2.295  max_d_mean=1.77e-02
[ 12m56s + 12.20s]   prompt 76/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=2.038  max_d_mean=1.26e-02
[ 13m08s + 12.30s]   prompt 77/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.669  max_d_mean=8.90e-03
[ 13m20s + 12.41s]   prompt 78/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.836  max_d_mean=9.17e-03
[ 13m33s + 12.29s]   prompt 79/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.804  max_d_mean=8.74e-03
[ 13m45s + 12.20s]   prompt 80/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.724  max_d_mean=8.29e-03
[ 13m57s + 11.61s]   prompt 81/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.805  max_d_mean=8.11e-03
[ 14m08s + 11.90s]   prompt 82/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.990  max_d_mean=1.10e-02
[ 14m20s + 11.90s]   prompt 83/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.856  max_d_mean=9.15e-03
[ 14m32s + 11.50s]   prompt 84/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.769  max_d_mean=8.17e-03
[ 14m42s + 10.60s]   prompt 85/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.700  max_d_mean=6.93e-03
[ 14m54s + 11.30s]   prompt 86/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.952  max_d_mean=8.39e-03
[ 15m06s + 12.50s]   prompt 87/150  seq_len=58 n_valid=41  13s  max||J||/sqrt(d)=1.614  max_d_mean=8.43e-03
[ 15m19s + 12.90s]   prompt 88/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.884  max_d_mean=1.10e-02
[ 15m32s + 12.41s]   prompt 89/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.983  max_d_mean=8.72e-03
[ 15m44s + 12.40s]   prompt 90/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.903  max_d_mean=9.51e-03
[ 15m56s + 11.90s]   prompt 91/150  seq_len=75 n_valid=58  12s  max||J||/sqrt(d)=1.762  max_d_mean=7.90e-03
[ 16m07s + 10.90s]   prompt 92/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.869  max_d_mean=8.17e-03
[ 16m18s + 11.10s]   prompt 93/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.842  max_d_mean=7.71e-03
[ 16m29s + 11.00s]   prompt 94/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.806  max_d_mean=7.31e-03
[ 16m40s + 11.20s]   prompt 95/150  seq_len=42 n_valid=25  11s  max||J||/sqrt(d)=1.730  max_d_mean=1.07e-02
[ 16m52s + 11.90s]   prompt 96/150  seq_len=108 n_valid=91  12s  max||J||/sqrt(d)=1.753  max_d_mean=7.52e-03
[ 17m04s + 11.70s]   prompt 97/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.844  max_d_mean=7.51e-03
[ 17m14s + 10.70s]   prompt 98/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.972  max_d_mean=8.79e-03
[ 17m26s + 11.22s]   prompt 99/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.842  max_d_mean=7.44e-03
[ 17m36s + 10.39s]   prompt 100/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.664  max_d_mean=5.82e-03
[ 17m46s + 10.51s]   prompt 101/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.858  max_d_mean=6.66e-03
[ 17m57s + 10.99s]   prompt 102/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.649  max_d_mean=6.04e-03
[ 18m08s + 10.89s]   prompt 103/150  seq_len=60 n_valid=43  11s  max||J||/sqrt(d)=1.632  max_d_mean=1.12e-02
[ 18m19s + 11.10s]   prompt 104/150  seq_len=105 n_valid=88  11s  max||J||/sqrt(d)=1.614  max_d_mean=8.05e-03
[ 18m30s + 10.71s]   prompt 105/150  seq_len=96 n_valid=79  11s  max||J||/sqrt(d)=1.673  max_d_mean=7.23e-03
[ 18m41s + 10.89s]   prompt 106/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.841  max_d_mean=9.36e-03
[ 18m53s + 11.51s]   prompt 107/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.726  max_d_mean=7.69e-03
[ 19m05s + 12.40s]   prompt 108/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.760  max_d_mean=8.17e-03
[ 19m18s + 12.60s]   prompt 109/150  seq_len=109 n_valid=92  13s  max||J||/sqrt(d)=1.713  max_d_mean=7.21e-03
[ 19m30s + 12.80s]   prompt 110/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.711  max_d_mean=8.42e-03
[ 19m42s + 12.01s]   prompt 111/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.730  max_d_mean=7.59e-03
[ 19m54s + 11.20s]   prompt 112/150  seq_len=111 n_valid=94  11s  max||J||/sqrt(d)=1.688  max_d_mean=7.48e-03
[ 20m04s + 10.70s]   prompt 113/150  seq_len=73 n_valid=56  11s  max||J||/sqrt(d)=1.629  max_d_mean=7.52e-03
[ 20m15s + 10.30s]   prompt 114/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.652  max_d_mean=6.83e-03
[ 20m21s +  6.40s]   prompt 115/150  seq_len=110 n_valid=93  6s  max||J||/sqrt(d)=1.698  max_d_mean=7.73e-03
[ 20m31s +  9.90s]   prompt 116/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.689  max_d_mean=7.60e-03
[ 20m40s +  9.10s]   prompt 117/150  seq_len=128 n_valid=111  9s  max||J||/sqrt(d)=2.012  max_d_mean=9.26e-03
[ 20m50s +  9.80s]   prompt 118/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.701  max_d_mean=7.66e-03
[ 20m59s +  9.30s]   prompt 119/150  seq_len=128 n_valid=111  9s  max||J||/sqrt(d)=1.672  max_d_mean=7.30e-03
[ 21m09s + 10.30s]   prompt 120/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.826  max_d_mean=8.05e-03
[ 21m19s +  9.80s]   prompt 121/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.767  max_d_mean=7.87e-03
[ 21m29s + 10.31s]   prompt 122/150  seq_len=108 n_valid=91  10s  max||J||/sqrt(d)=1.906  max_d_mean=8.77e-03
[ 21m40s + 10.69s]   prompt 123/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.949  max_d_mean=8.79e-03
[ 21m51s + 10.60s]   prompt 124/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.681  max_d_mean=5.90e-03
[ 22m00s +  9.00s]   prompt 125/150  seq_len=128 n_valid=111  9s  max||J||/sqrt(d)=1.887  max_d_mean=7.35e-03
[ 22m04s +  4.30s]   prompt 126/150  seq_len=128 n_valid=111  4s  max||J||/sqrt(d)=1.884  max_d_mean=7.85e-03
[ 22m13s +  9.20s]   prompt 127/150  seq_len=87 n_valid=70  9s  max||J||/sqrt(d)=1.634  max_d_mean=7.75e-03
[ 22m21s +  7.50s]   prompt 128/150  seq_len=128 n_valid=111  7s  max||J||/sqrt(d)=2.021  max_d_mean=8.48e-03
[ 22m29s +  7.90s]   prompt 129/150  seq_len=128 n_valid=111  8s  max||J||/sqrt(d)=1.789  max_d_mean=6.96e-03
[ 22m38s +  9.30s]   prompt 130/150  seq_len=104 n_valid=87  9s  max||J||/sqrt(d)=1.640  max_d_mean=6.40e-03
[ 22m46s +  8.00s]   prompt 131/150  seq_len=128 n_valid=111  8s  max||J||/sqrt(d)=1.834  max_d_mean=6.77e-03
[ 22m56s +  9.91s]   prompt 132/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.738  max_d_mean=6.04e-03
[ 23m05s +  9.10s]   prompt 133/150  seq_len=128 n_valid=111  9s  max||J||/sqrt(d)=1.836  max_d_mean=7.01e-03
[ 23m16s + 11.09s]   prompt 134/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.766  max_d_mean=6.43e-03
[ 23m26s + 10.40s]   prompt 135/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.933  max_d_mean=7.17e-03
[ 23m37s + 10.50s]   prompt 136/150  seq_len=85 n_valid=68  11s  max||J||/sqrt(d)=1.808  max_d_mean=8.41e-03
[ 23m44s +  6.70s]   prompt 137/150  seq_len=128 n_valid=111  7s  max||J||/sqrt(d)=1.746  max_d_mean=6.16e-03
[ 23m53s +  8.90s]   prompt 138/150  seq_len=128 n_valid=111  9s  max||J||/sqrt(d)=1.781  max_d_mean=7.75e-03
[ 24m02s +  9.70s]   prompt 139/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=2.021  max_d_mean=7.35e-03
[ 24m08s +  5.60s]   prompt 140/150  seq_len=128 n_valid=111  6s  max||J||/sqrt(d)=1.778  max_d_mean=6.95e-03
[ 24m13s +  5.40s]   prompt 141/150  seq_len=108 n_valid=91  5s  max||J||/sqrt(d)=2.036  max_d_mean=8.86e-03
[ 24m21s +  7.80s]   prompt 142/150  seq_len=108 n_valid=91  8s  max||J||/sqrt(d)=1.909  max_d_mean=6.99e-03
[ 24m30s +  8.80s]   prompt 143/150  seq_len=128 n_valid=111  9s  max||J||/sqrt(d)=1.954  max_d_mean=6.86e-03
[ 24m40s + 10.00s]   prompt 144/150  seq_len=57 n_valid=40  10s  max||J||/sqrt(d)=1.638  max_d_mean=6.78e-03
[ 24m50s + 10.20s]   prompt 145/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.884  max_d_mean=6.38e-03
[ 24m58s +  8.00s]   prompt 146/150  seq_len=125 n_valid=108  8s  max||J||/sqrt(d)=1.799  max_d_mean=6.00e-03
[ 25m04s +  6.40s]   prompt 147/150  seq_len=120 n_valid=103  6s  max||J||/sqrt(d)=1.771  max_d_mean=5.75e-03
[ 25m13s +  8.40s]   prompt 148/150  seq_len=128 n_valid=111  8s  max||J||/sqrt(d)=1.793  max_d_mean=5.96e-03
[ 25m19s +  6.00s]   prompt 149/150  seq_len=128 n_valid=111  6s  max||J||/sqrt(d)=1.780  max_d_mean=5.54e-03
[ 25m24s +  4.80s]   prompt 150/150  seq_len=128 n_valid=111  5s  max||J||/sqrt(d)=1.840  max_d_mean=6.05e-03
[ 25m24s +  0.80s] fit: done, 150 prompts
saved runs/gpt2-fitB/lensB.pt {'model': 'gpt2', 'n_prompts': 150, 'skip_prompts': 150, 'dim_batch': 128, 'max_seq_len': 128, 'target_layer': None, 'skip_first': 16, 'corpus': 'Salesforce/wikitext:wikitext-103-raw-v1:train (min200/max2000 chars, non-header)', 'dtype': 'bfloat16', 'wall_seconds': 1520.8}
