Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Loading weights:   0%|          | 0/148 [00:00<?, ?it/s]Loading weights: 100%|██████████| 148/148 [00:00<00:00, 2263.08it/s]
[  4m10s +  7.30s]   prompt 24/150  seq_len=95 n_valid=78  7s  max||J||/sqrt(d)=1.601  max_d_mean=3.48e-02
[  4m18s +  8.20s]   prompt 25/150  seq_len=128 n_valid=111  8s  max||J||/sqrt(d)=1.749  max_d_mean=4.07e-02
[  4m28s +  9.60s]   prompt 26/150  seq_len=128 n_valid=111  9s  max||J||/sqrt(d)=1.721  max_d_mean=3.20e-02
[  4m38s +  9.90s]   prompt 27/150  seq_len=95 n_valid=78  10s  max||J||/sqrt(d)=1.665  max_d_mean=4.32e-02
[  4m49s + 10.90s]   prompt 28/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.747  max_d_mean=3.68e-02
[  5m00s + 10.90s]   prompt 29/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.882  max_d_mean=3.82e-02
[  5m12s + 12.30s]   prompt 30/150  seq_len=47 n_valid=30  12s  max||J||/sqrt(d)=1.455  max_d_mean=2.89e-02
[  5m24s + 12.40s]   prompt 31/150  seq_len=81 n_valid=64  12s  max||J||/sqrt(d)=1.619  max_d_mean=2.66e-02
[  5m36s + 11.60s]   prompt 32/150  seq_len=88 n_valid=71  12s  max||J||/sqrt(d)=1.670  max_d_mean=2.82e-02
[  5m49s + 12.70s]   prompt 33/150  seq_len=70 n_valid=53  13s  max||J||/sqrt(d)=1.875  max_d_mean=3.70e-02
[  6m00s + 11.81s]   prompt 34/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.904  max_d_mean=3.08e-02
[  6m12s + 11.30s]   prompt 35/150  seq_len=91 n_valid=74  11s  max||J||/sqrt(d)=1.720  max_d_mean=2.46e-02
[  6m23s + 11.40s]   prompt 36/150  seq_len=67 n_valid=50  11s  max||J||/sqrt(d)=1.642  max_d_mean=2.58e-02
[  6m35s + 12.00s]   prompt 37/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.855  max_d_mean=2.66e-02
[  6m47s + 12.30s]   prompt 38/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.886  max_d_mean=2.38e-02
[  6m59s + 12.00s]   prompt 39/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.711  max_d_mean=1.81e-02
[  7m11s + 11.20s]   prompt 40/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.851  max_d_mean=2.32e-02
[  7m22s + 11.30s]   prompt 41/150  seq_len=98 n_valid=81  11s  max||J||/sqrt(d)=1.758  max_d_mean=2.37e-02
[  7m33s + 11.40s]   prompt 42/150  seq_len=83 n_valid=66  11s  max||J||/sqrt(d)=2.094  max_d_mean=3.13e-02
[  7m44s + 10.31s]   prompt 43/150  seq_len=58 n_valid=41  10s  max||J||/sqrt(d)=1.640  max_d_mean=1.63e-02
[  7m55s + 10.99s]   prompt 44/150  seq_len=98 n_valid=81  11s  max||J||/sqrt(d)=2.031  max_d_mean=3.23e-02
[  8m06s + 11.30s]   prompt 45/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.758  max_d_mean=1.75e-02
[  8m17s + 11.30s]   prompt 46/150  seq_len=127 n_valid=110  11s  max||J||/sqrt(d)=1.672  max_d_mean=1.51e-02
[  8m28s + 11.10s]   prompt 47/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.722  max_d_mean=1.61e-02
[  8m39s + 10.61s]   prompt 48/150  seq_len=123 n_valid=106  11s  max||J||/sqrt(d)=1.747  max_d_mean=1.62e-02
[  8m52s + 12.99s]   prompt 49/150  seq_len=68 n_valid=51  13s  max||J||/sqrt(d)=1.552  max_d_mean=1.38e-02
[  9m03s + 11.31s]   prompt 50/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.830  max_d_mean=1.63e-02
[  9m14s + 10.60s]   prompt 51/150  seq_len=45 n_valid=28  10s  max||J||/sqrt(d)=1.455  max_d_mean=1.68e-02
[  9m27s + 12.80s]   prompt 52/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.648  max_d_mean=1.21e-02
[  9m38s + 11.60s]   prompt 53/150  seq_len=115 n_valid=98  12s  max||J||/sqrt(d)=1.670  max_d_mean=1.25e-02
[  9m50s + 11.80s]   prompt 54/150  seq_len=95 n_valid=78  12s  max||J||/sqrt(d)=1.706  max_d_mean=1.41e-02
[ 10m02s + 12.30s]   prompt 55/150  seq_len=98 n_valid=81  12s  max||J||/sqrt(d)=1.659  max_d_mean=1.40e-02
[ 10m13s + 11.10s]   prompt 56/150  seq_len=92 n_valid=75  11s  max||J||/sqrt(d)=1.783  max_d_mean=1.51e-02
[ 10m26s + 12.30s]   prompt 57/150  seq_len=93 n_valid=76  12s  max||J||/sqrt(d)=1.686  max_d_mean=1.41e-02
[ 10m37s + 11.50s]   prompt 58/150  seq_len=84 n_valid=67  12s  max||J||/sqrt(d)=1.609  max_d_mean=1.23e-02
[ 10m49s + 12.20s]   prompt 59/150  seq_len=53 n_valid=36  12s  max||J||/sqrt(d)=1.536  max_d_mean=1.48e-02
[ 11m02s + 12.50s]   prompt 60/150  seq_len=92 n_valid=75  13s  max||J||/sqrt(d)=1.688  max_d_mean=1.18e-02
[ 11m14s + 12.20s]   prompt 61/150  seq_len=91 n_valid=74  12s  max||J||/sqrt(d)=1.728  max_d_mean=1.32e-02
[ 11m26s + 12.30s]   prompt 62/150  seq_len=100 n_valid=83  12s  max||J||/sqrt(d)=1.711  max_d_mean=1.29e-02
[ 11m37s + 10.80s]   prompt 63/150  seq_len=94 n_valid=77  11s  max||J||/sqrt(d)=1.634  max_d_mean=1.09e-02
[ 11m49s + 11.40s]   prompt 64/150  seq_len=122 n_valid=105  11s  max||J||/sqrt(d)=1.720  max_d_mean=1.27e-02
[ 12m01s + 12.31s]   prompt 65/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.790  max_d_mean=1.18e-02
[ 12m12s + 11.40s]   prompt 66/150  seq_len=41 n_valid=24  11s  max||J||/sqrt(d)=1.434  max_d_mean=1.29e-02
[ 12m23s + 10.60s]   prompt 67/150  seq_len=90 n_valid=73  11s  max||J||/sqrt(d)=1.649  max_d_mean=1.10e-02
[ 12m36s + 12.90s]   prompt 68/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.780  max_d_mean=9.97e-03
[ 12m48s + 12.29s]   prompt 69/150  seq_len=101 n_valid=84  12s  max||J||/sqrt(d)=1.651  max_d_mean=1.12e-02
[ 12m57s +  9.30s]   prompt 70/150  seq_len=73 n_valid=56  9s  max||J||/sqrt(d)=1.585  max_d_mean=1.09e-02
[ 13m08s + 11.00s]   prompt 71/150  seq_len=88 n_valid=71  11s  max||J||/sqrt(d)=1.705  max_d_mean=1.13e-02
[ 13m21s + 12.40s]   prompt 72/150  seq_len=93 n_valid=76  12s  max||J||/sqrt(d)=1.624  max_d_mean=1.11e-02
[ 13m32s + 11.40s]   prompt 73/150  seq_len=84 n_valid=67  11s  max||J||/sqrt(d)=1.741  max_d_mean=1.17e-02
[ 13m44s + 11.50s]   prompt 74/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.718  max_d_mean=1.00e-02
[ 13m56s + 12.70s]   prompt 75/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.900  max_d_mean=1.14e-02
[ 14m08s + 11.20s]   prompt 76/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.722  max_d_mean=1.09e-02
[ 14m20s + 12.50s]   prompt 77/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.892  max_d_mean=1.25e-02
[ 14m32s + 12.00s]   prompt 78/150  seq_len=120 n_valid=103  12s  max||J||/sqrt(d)=1.719  max_d_mean=1.04e-02
[ 14m43s + 10.70s]   prompt 79/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.866  max_d_mean=1.18e-02
[ 14m55s + 12.31s]   prompt 80/150  seq_len=51 n_valid=34  12s  max||J||/sqrt(d)=1.650  max_d_mean=1.27e-02
[ 15m06s + 10.60s]   prompt 81/150  seq_len=82 n_valid=65  11s  max||J||/sqrt(d)=1.577  max_d_mean=9.92e-03
[ 15m19s + 13.00s]   prompt 82/150  seq_len=115 n_valid=98  13s  max||J||/sqrt(d)=1.715  max_d_mean=9.27e-03
[ 15m31s + 12.20s]   prompt 83/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.832  max_d_mean=1.34e-02
[ 15m43s + 11.70s]   prompt 84/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.682  max_d_mean=1.14e-02
[ 15m55s + 12.50s]   prompt 85/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.722  max_d_mean=9.33e-03
[ 16m08s + 12.89s]   prompt 86/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.745  max_d_mean=1.29e-02
[ 16m19s + 10.81s]   prompt 87/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=2.000  max_d_mean=1.43e-02
[ 16m34s + 14.89s]   prompt 88/150  seq_len=128 n_valid=111  15s  max||J||/sqrt(d)=1.928  max_d_mean=1.37e-02
[ 16m45s + 11.60s]   prompt 89/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.627  max_d_mean=9.30e-03
[ 16m56s + 11.10s]   prompt 90/150  seq_len=99 n_valid=82  11s  max||J||/sqrt(d)=1.680  max_d_mean=1.02e-02
[ 17m09s + 12.80s]   prompt 91/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=2.111  max_d_mean=1.49e-02
[ 17m21s + 11.90s]   prompt 92/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.776  max_d_mean=1.01e-02
[ 17m33s + 12.01s]   prompt 93/150  seq_len=113 n_valid=96  12s  max||J||/sqrt(d)=1.708  max_d_mean=1.03e-02
[ 17m45s + 12.01s]   prompt 94/150  seq_len=123 n_valid=106  12s  max||J||/sqrt(d)=1.669  max_d_mean=8.94e-03
[ 17m56s + 10.89s]   prompt 95/150  seq_len=88 n_valid=71  11s  max||J||/sqrt(d)=1.588  max_d_mean=9.59e-03
[ 18m09s + 13.00s]   prompt 96/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.713  max_d_mean=9.52e-03
[ 18m21s + 12.20s]   prompt 97/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.750  max_d_mean=1.02e-02
[ 18m32s + 10.49s]   prompt 98/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.700  max_d_mean=9.76e-03
[ 18m43s + 10.90s]   prompt 99/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.751  max_d_mean=9.18e-03
[ 18m55s + 12.70s]   prompt 100/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.746  max_d_mean=8.52e-03
[ 19m07s + 11.50s]   prompt 101/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.686  max_d_mean=9.11e-03
[ 19m19s + 12.60s]   prompt 102/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.794  max_d_mean=9.57e-03
[ 19m32s + 12.50s]   prompt 103/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.686  max_d_mean=7.52e-03
[ 19m45s + 12.79s]   prompt 104/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.785  max_d_mean=9.81e-03
[ 19m57s + 12.30s]   prompt 105/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.726  max_d_mean=9.44e-03
[ 20m09s + 11.90s]   prompt 106/150  seq_len=106 n_valid=89  12s  max||J||/sqrt(d)=1.666  max_d_mean=8.75e-03
[ 20m21s + 11.60s]   prompt 107/150  seq_len=84 n_valid=67  12s  max||J||/sqrt(d)=1.644  max_d_mean=8.42e-03
[ 20m41s + 20.11s]   prompt 108/150  seq_len=68 n_valid=51  20s  max||J||/sqrt(d)=1.554  max_d_mean=8.47e-03
[ 21m04s + 23.70s]   prompt 109/150  seq_len=96 n_valid=79  24s  max||J||/sqrt(d)=1.763  max_d_mean=8.84e-03
[ 21m28s + 23.80s]   prompt 110/150  seq_len=128 n_valid=111  24s  max||J||/sqrt(d)=1.795  max_d_mean=8.20e-03
[ 21m51s + 23.20s]   prompt 111/150  seq_len=128 n_valid=111  23s  max||J||/sqrt(d)=1.748  max_d_mean=7.56e-03
[ 22m16s + 24.60s]   prompt 112/150  seq_len=128 n_valid=111  25s  max||J||/sqrt(d)=1.680  max_d_mean=6.61e-03
[ 22m37s + 20.60s]   prompt 113/150  seq_len=128 n_valid=111  21s  max||J||/sqrt(d)=1.712  max_d_mean=6.87e-03
[ 22m47s + 10.70s]   prompt 114/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.729  max_d_mean=7.13e-03
[ 23m00s + 12.50s]   prompt 115/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.855  max_d_mean=9.97e-03
[ 23m12s + 12.20s]   prompt 116/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.858  max_d_mean=8.64e-03
[ 23m23s + 11.41s]   prompt 117/150  seq_len=101 n_valid=84  11s  max||J||/sqrt(d)=1.661  max_d_mean=6.22e-03
[ 23m36s + 12.49s]   prompt 118/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.736  max_d_mean=7.85e-03
[ 23m47s + 11.50s]   prompt 119/150  seq_len=60 n_valid=43  12s  max||J||/sqrt(d)=1.583  max_d_mean=8.30e-03
[ 23m59s + 12.10s]   prompt 120/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.801  max_d_mean=7.38e-03
[ 24m11s + 12.10s]   prompt 121/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.879  max_d_mean=8.51e-03
[ 24m24s + 12.11s]   prompt 122/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.745  max_d_mean=7.07e-03
[ 24m36s + 12.79s]   prompt 123/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.692  max_d_mean=6.62e-03
[ 24m47s + 10.50s]   prompt 124/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.744  max_d_mean=6.84e-03
[ 25m00s + 13.09s]   prompt 125/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.738  max_d_mean=7.03e-03
[ 25m13s + 12.50s]   prompt 126/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.994  max_d_mean=8.75e-03
[ 25m24s + 11.10s]   prompt 127/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=2.009  max_d_mean=9.21e-03
[ 25m36s + 12.70s]   prompt 128/150  seq_len=128 n_valid=111  13s  max||J||/sqrt(d)=1.736  max_d_mean=6.42e-03
[ 25m48s + 11.20s]   prompt 129/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.921  max_d_mean=8.72e-03
[ 25m59s + 11.90s]   prompt 130/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.701  max_d_mean=6.39e-03
[ 26m15s + 15.31s]   prompt 131/150  seq_len=128 n_valid=111  15s  max||J||/sqrt(d)=1.721  max_d_mean=6.32e-03
[ 26m46s + 31.20s]   prompt 132/150  seq_len=128 n_valid=111  31s  max||J||/sqrt(d)=1.817  max_d_mean=7.03e-03
[ 27m12s + 26.00s]   prompt 133/150  seq_len=128 n_valid=111  26s  max||J||/sqrt(d)=2.099  max_d_mean=9.53e-03
[ 27m38s + 26.10s]   prompt 134/150  seq_len=128 n_valid=111  26s  max||J||/sqrt(d)=2.030  max_d_mean=9.33e-03
[ 28m06s + 27.90s]   prompt 135/150  seq_len=128 n_valid=111  28s  max||J||/sqrt(d)=1.800  max_d_mean=6.49e-03
[ 28m31s + 24.60s]   prompt 136/150  seq_len=128 n_valid=111  25s  max||J||/sqrt(d)=1.854  max_d_mean=8.07e-03
[ 28m58s + 27.89s]   prompt 137/150  seq_len=128 n_valid=111  28s  max||J||/sqrt(d)=1.794  max_d_mean=7.08e-03
[ 29m09s + 10.90s]   prompt 138/150  seq_len=110 n_valid=93  11s  max||J||/sqrt(d)=1.790  max_d_mean=7.25e-03
[ 29m20s + 10.60s]   prompt 139/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.826  max_d_mean=6.86e-03
[ 29m31s + 11.00s]   prompt 140/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=2.060  max_d_mean=7.84e-03
[ 29m43s + 11.70s]   prompt 141/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.832  max_d_mean=6.15e-03
[ 29m54s + 11.40s]   prompt 142/150  seq_len=74 n_valid=57  11s  max||J||/sqrt(d)=1.663  max_d_mean=6.30e-03
[ 30m05s + 11.40s]   prompt 143/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.851  max_d_mean=6.32e-03
[ 30m17s + 11.60s]   prompt 144/150  seq_len=52 n_valid=35  12s  max||J||/sqrt(d)=1.528  max_d_mean=5.89e-03
[ 30m29s + 11.70s]   prompt 145/150  seq_len=128 n_valid=111  12s  max||J||/sqrt(d)=1.714  max_d_mean=5.59e-03
[ 30m40s + 10.79s]   prompt 146/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.649  max_d_mean=4.72e-03
[ 30m51s + 11.01s]   prompt 147/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.637  max_d_mean=4.79e-03
[ 31m02s + 11.40s]   prompt 148/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.712  max_d_mean=5.33e-03
[ 31m13s + 10.90s]   prompt 149/150  seq_len=128 n_valid=111  11s  max||J||/sqrt(d)=1.704  max_d_mean=4.84e-03
[ 31m23s + 10.30s]   prompt 150/150  seq_len=128 n_valid=111  10s  max||J||/sqrt(d)=1.652  max_d_mean=5.04e-03
[ 31m24s +  1.10s] fit: done, 150 prompts
saved runs/gpt2-fitA/lensA.pt {'model': 'gpt2', 'n_prompts': 150, 'skip_prompts': 0, 'dim_batch': 128, 'max_seq_len': 128, 'target_layer': None, 'skip_first': 16, 'corpus': 'Salesforce/wikitext:wikitext-103-raw-v1:train (min200/max2000 chars, non-header)', 'dtype': 'bfloat16', 'wall_seconds': 1881.1}
